-7.5381, 1.3193, 16.2475, 9.5619, 38.2721, -0.5944
-7.5381, 1.3193, 16.2476, 9.5620, 38.2722, -0.5944
-7.5381, 1.3193, 16.2476, 9.5620, 38.2722, -0.5944
-7.5381, 1.3193, 16.2476, 9.5620, 38.2722, -0.5944
-7.5380, 1.3193, 16.2476, 9.5619, 38.2722, -0.5944
-7.5381, 1.3193, 16.2475, 9.5620, 38.2722, -0.5944
-7.5381, 1.3193, 16.2476, 9.5618, 38.2722, -0.5944
-7.5382, 1.3193, 16.2475, 9.5618, 38.2722, -0.5944
-7.5381, 1.3193, 16.2476, 9.5620, 38.2722, -0.5944
-7.5381, 1.3193, 16.2476, 9.5619, 38.2723, -0.5944
-7.5382, 1.3193, 16.2476, 9.5621, 38.2723, -0.5944
-7.5381, 1.3193, 16.2475, 9.5617, 38.2722, -0.5944
-7.5381, 1.3193, 16.2476, 9.5619, 38.2723, -0.5944
-7.5380, 1.3193, 16.2477, 9.5619, 38.2723, -0.5944
-7.5379, 1.3192, 16.2477, 9.5618, 38.2722, -0.5944
-7.5379, 1.3192, 16.2477, 9.5618, 38.2723, -0.5944
-7.5379, 1.3193, 16.2478, 9.5620, 38.2723, -0.5944
-7.5377, 1.3192, 16.2479, 9.5619, 38.2723, -0.5944
-7.5376, 1.3192, 16.2479, 9.5618, 38.2723, -0.5944
-7.5375, 1.3192, 16.2479, 9.5618, 38.2722, -0.5943
-7.5374, 1.3192, 16.2479, 9.5618, 38.2720, -0.5943
-7.5373, 1.3191, 16.2479, 9.5616, 38.2720, -0.5943
-7.5371, 1.3190, 16.2481, 9.5615, 38.2719, -0.5943
-7.5369, 1.3190, 16.2482, 9.5615, 38.2719, -0.5943
-7.5368, 1.3190, 16.2482, 9.5613, 38.2719, -0.5942
-7.5366, 1.3189, 16.2484, 9.5613, 38.2719, -0.5942
-7.5364, 1.3189, 16.2485, 9.5613, 38.2718, -0.5942
-7.5364, 1.3189, 16.2486, 9.5614, 38.2718, -0.5942
-7.5362, 1.3188, 16.2486, 9.5611, 38.2717, -0.5942
-7.5361, 1.3188, 16.2487, 9.5612, 38.2717, -0.5942
-7.5358, 1.3188, 16.2489, 9.5613, 38.2717, -0.5942
-7.5356, 1.3187, 16.2490, 9.5611, 38.2717, -0.5942
-7.5354, 1.3186, 16.2492, 9.5610, 38.2718, -0.5941
-7.5352, 1.3185, 16.2493, 9.5608, 38.2717, -0.5941
-7.5349, 1.3185, 16.2495, 9.5608, 38.2717, -0.5941
-7.5348, 1.3184, 16.2496, 9.5607, 38.2717, -0.5941
-7.5346, 1.3184, 16.2497, 9.5608, 38.2717, -0.5941
-7.5344, 1.3184, 16.2499, 9.5606, 38.2718, -0.5941
-7.5340, 1.3183, 16.2501, 9.5605, 38.2718, -0.5940
-7.5339, 1.3182, 16.2502, 9.5604, 38.2718, -0.5940
-7.5336, 1.3181, 16.2504, 9.5601, 38.2717, -0.5940
-7.5333, 1.3180, 16.2506, 9.5600, 38.2718, -0.5940
-7.5332, 1.3179, 16.2506, 9.5597, 38.2717, -0.5940
-7.5328, 1.3178, 16.2509, 9.5596, 38.2718, -0.5940
-7.5326, 1.3178, 16.2511, 9.5595, 38.2718, -0.5940
-7.5323, 1.3177, 16.2513, 9.5592, 38.2718, -0.5939
-7.5321, 1.3176, 16.2514, 9.5590, 38.2718, -0.5939
-7.5318, 1.3175, 16.2516, 9.5589, 38.2718, -0.5939
-7.5316, 1.3175, 16.2517, 9.5589, 38.2718, -0.5939
-7.5312, 1.3173, 16.2519, 9.5587, 38.2718, -0.5938
-7.5309, 1.3172, 16.2522, 9.5583, 38.2717, -0.5938
-7.5306, 1.3172, 16.2524, 9.5583, 38.2718, -0.5938
-7.5302, 1.3170, 16.2526, 9.5579, 38.2717, -0.5937
-7.5298, 1.3169, 16.2528, 9.5576, 38.2715, -0.5937
-7.5295, 1.3168, 16.2530, 9.5576, 38.2715, -0.5937
-7.5291, 1.3167, 16.2532, 9.5574, 38.2714, -0.5936
-7.5288, 1.3166, 16.2533, 9.5570, 38.2713, -0.5936
-7.5284, 1.3165, 16.2536, 9.5570, 38.2713, -0.5936
-7.5280, 1.3163, 16.2538, 9.5566, 38.2712, -0.5935
-7.5276, 1.3162, 16.2541, 9.5564, 38.2711, -0.5935
-7.5272, 1.3162, 16.2543, 9.5565, 38.2710, -0.5934
-7.5268, 1.3161, 16.2545, 9.5562, 38.2710, -0.5934
-7.5265, 1.3159, 16.2547, 9.5560, 38.2710, -0.5934
-7.5260, 1.3158, 16.2550, 9.5558, 38.2709, -0.5933
-7.5255, 1.3157, 16.2553, 9.5555, 38.2707, -0.5933
-7.5252, 1.3156, 16.2555, 9.5553, 38.2707, -0.5933
-7.5247, 1.3154, 16.2558, 9.5550, 38.2706, -0.5932
-7.5243, 1.3153, 16.2560, 9.5549, 38.2705, -0.5932
-7.5238, 1.3152, 16.2564, 9.5547, 38.2705, -0.5931
-7.5234, 1.3151, 16.2566, 9.5546, 38.2705, -0.5931
-7.5229, 1.3150, 16.2569, 9.5543, 38.2704, -0.5930
-7.5225, 1.3148, 16.2571, 9.5540, 38.2704, -0.5930
-7.5220, 1.3147, 16.2575, 9.5537, 38.2704, -0.5930
-7.5217, 1.3146, 16.2577, 9.5536, 38.2704, -0.5930
-7.5212, 1.3144, 16.2580, 9.5532, 38.2703, -0.5929
-7.5207, 1.3143, 16.2583, 9.5530, 38.2702, -0.5929
-7.5202, 1.3141, 16.2587, 9.5526, 38.2703, -0.5928
-7.5196, 1.3140, 16.2590, 9.5524, 38.2702, -0.5928
-7.5192, 1.3138, 16.2593, 9.5521, 38.2702, -0.5928
-7.5187, 1.3137, 16.2596, 9.5518, 38.2701, -0.5927
